AMZN,2025-11-03T07:53:02.720105,614.2866,5,1,NASDAQ
INFY,2025-11-03T07:53:03.720105,362.478,50,0,NASDAQ
TSLA,2025-11-03T07:53:04.720105,2318.611,200,1,NSE
AAPL,2025-11-03T07:53:05.720105,658.3973,1,0,NASDAQ
TCS,2025-11-03T07:53:06.720105,1411.6444,100,1,NASDAQ
RELIANCE,2025-11-03T07:53:07.720105,484.0478,5,1,NASDAQ
INFY,2025-11-03T07:53:08.720105,1161.4453,5,1,NSE
TSLA,2025-11-03T07:53:09.720105,184.2985,1,1,BSE
AAPL,2025-11-03T07:53:10.720105,2120.876,5,1,NASDAQ
TCS,2025-11-03T07:53:11.720105,1721.4537,50,1,NSE
AAPL,2025-11-03T07:53:12.720105,721.6171,5,1,NSE
INFY,2025-11-03T07:53:13.720105,1370.9136,10,0,NASDAQ
AMZN,2025-11-03T07:53:14.720105,1985.3099,5,0,NASDAQ
TCS,2025-11-03T07:53:15.720105,2542.506,100,0,NASDAQ
AAPL,2025-11-03T07:53:16.720105,880.199,200,0,BSE
INFY,2025-11-03T07:53:17.720105,2902.0924,100,1,BSE
INFY,2025-11-03T07:53:18.720105,2099.2217,10,1,BSE
TSLA,2025-11-03T07:53:19.720105,3114.6118,50,1,BSE
TCS,2025-11-03T07:53:20.720105,2628.7807,1,1,BSE
AMZN,2025-11-03T07:53:21.720105,3417.079,1,1,NSE
INFY,2025-11-03T07:53:22.720105,2864.8506,200,1,BSE
TCS,2025-11-03T07:53:23.720105,2854.9042,100,1,BSE
RELIANCE,2025-11-03T07:53:24.720105,600.9769,5,1,NSE
INFY,2025-11-03T07:53:25.720105,903.8394,50,1,NASDAQ
MSFT,2025-11-03T07:53:26.720105,2024.3584,5,1,NSE
RELIANCE,2025-11-03T07:53:27.720105,1176.8118,5,1,NSE
TCS,2025-11-03T07:53:28.720105,788.3462,200,0,NASDAQ
GOOG,2025-11-03T07:53:29.720105,278.5393,1,1,BSE
TCS,2025-11-03T07:53:30.720105,1669.8085,5,1,NSE
RELIANCE,2025-11-03T07:53:31.720105,912.0291,200,1,BSE
INFY,2025-11-03T07:53:32.720105,2001.1569,1,1,NASDAQ
INFY,2025-11-03T07:53:33.720105,1695.751,10,0,NSE
MSFT,2025-11-03T07:53:34.720105,1929.9215,10,0,NSE
AMZN,2025-11-03T07:53:35.720105,958.7711,10,0,NASDAQ
TCS,2025-11-03T07:53:36.720105,632.4671,100,1,NASDAQ
TCS,2025-11-03T07:53:37.720105,1306.8892,200,0,BSE
AAPL,2025-11-03T07:53:38.720105,2620.2494,10,0,NSE
AMZN,2025-11-03T07:53:39.720105,2042.382,100,1,NASDAQ
MSFT,2025-11-03T07:53:40.720105,2094.3191,10,0,BSE
AAPL,2025-11-03T07:53:41.720105,650.5386,10,0,NASDAQ
TSLA,2025-11-03T07:53:42.720105,1073.0305,100,0,NASDAQ
MSFT,2025-11-03T07:53:43.720105,2714.7626,5,0,BSE
INFY,2025-11-03T07:53:44.720105,1814.5612,1,0,NSE
AMZN,2025-11-03T07:53:45.720105,2394.2116,10,0,NSE
TCS,2025-11-03T07:53:46.720105,2891.3336,1,1,BSE
AAPL,2025-11-03T07:53:47.720105,2511.8161,5,1,NSE
MSFT,2025-11-03T07:53:48.720105,2271.3608,5,0,NASDAQ
TCS,2025-11-03T07:53:49.720105,275.142,100,1,NSE
INFY,2025-11-03T07:53:50.720105,1369.1853,5,1,NSE
GOOG,2025-11-03T07:53:51.720105,468.0977,100,1,BSE
TSLA,2025-11-03T07:53:52.720105,1072.5477,1,1,BSE
RELIANCE,2025-11-03T07:53:53.720105,2584.4335,1,0,NASDAQ
TCS,2025-11-03T07:53:54.720105,1058.4769,5,1,NASDAQ
AMZN,2025-11-03T07:53:55.720105,121.9607,10,1,NASDAQ
RELIANCE,2025-11-03T07:53:56.720105,1894.2989,10,0,BSE
INFY,2025-11-03T07:53:57.720105,1361.1024,1,1,NSE
TCS,2025-11-03T07:53:58.720105,933.9304,1,1,NSE
AAPL,2025-11-03T07:53:59.720105,71.1118,200,1,BSE
INFY,2025-11-03T07:54:00.720105,3422.8675,100,0,NASDAQ
INFY,2025-11-03T07:54:01.720105,357.2046,1,0,BSE
RELIANCE,2025-11-03T07:54:02.720105,1197.1744,100,1,NASDAQ
INFY,2025-11-03T07:54:03.720105,198.0118,50,1,BSE
TSLA,2025-11-03T07:54:04.720105,3121.7045,200,1,NSE
MSFT,2025-11-03T07:54:05.720105,3053.7581,1,1,NSE
GOOG,2025-11-03T07:54:06.720105,1712.5604,1,0,BSE
INFY,2025-11-03T07:54:07.720105,882.576,200,1,NSE
RELIANCE,2025-11-03T07:54:08.720105,789.5777,100,0,BSE
TCS,2025-11-03T07:54:09.720105,1885.2052,100,1,NSE
AMZN,2025-11-03T07:54:10.720105,2274.9808,200,1,BSE
TCS,2025-11-03T07:54:11.720105,2650.6798,100,1,NSE
MSFT,2025-11-03T07:54:12.720105,127.7823,5,0,NASDAQ
GOOG,2025-11-03T07:54:13.720105,1689.3,100,1,NSE
AAPL,2025-11-03T07:54:14.720105,1554.1164,50,0,NSE
TSLA,2025-11-03T07:54:15.720105,1494.1693,200,0,NSE
GOOG,2025-11-03T07:54:16.720105,2495.1017,50,0,NSE
MSFT,2025-11-03T07:54:17.720105,2127.8931,100,1,BSE
TCS,2025-11-03T07:54:18.720105,2775.7214,200,1,NSE
MSFT,2025-11-03T07:54:19.720105,2959.1276,50,1,NASDAQ
AAPL,2025-11-03T07:54:20.720105,1157.5718,100,0,BSE
GOOG,2025-11-03T07:54:21.720105,595.1185,100,0,NASDAQ
GOOG,2025-11-03T07:54:22.720105,2955.6644,200,1,NSE
AAPL,2025-11-03T07:54:23.720105,537.6898,200,0,NSE
AMZN,2025-11-03T07:54:24.720105,1474.2032,50,1,BSE
TSLA,2025-11-03T07:54:25.720105,467.5183,200,0,NASDAQ
TCS,2025-11-03T07:54:26.720105,3465.6482,200,0,BSE
TCS,2025-11-03T07:54:27.720105,2958.8694,50,0,BSE
RELIANCE,2025-11-03T07:54:28.720105,1755.7295,10,1,BSE
GOOG,2025-11-03T07:54:29.720105,1326.6168,100,0,NASDAQ
TCS,2025-11-03T07:54:30.720105,1492.1016,10,0,BSE
RELIANCE,2025-11-03T07:54:31.720105,2340.8821,5,1,NSE
MSFT,2025-11-03T07:54:32.720105,2752.9795,100,0,NSE
AAPL,2025-11-03T07:54:33.720105,641.8759,200,1,BSE
TCS,2025-11-03T07:54:34.720105,1837.2093,5,0,NSE
TSLA,2025-11-03T07:54:35.720105,213.0693,50,0,NASDAQ
AAPL,2025-11-03T07:54:36.720105,949.9138,100,1,NSE
TCS,2025-11-03T07:54:37.720105,598.5785,10,1,BSE
TCS,2025-11-03T07:54:38.720105,3398.2593,50,0,NSE
AAPL,2025-11-03T07:54:39.720105,1343.5939,10,1,NSE
INFY,2025-11-03T07:54:40.720105,2422.458,100,1,NASDAQ
GOOG,2025-11-03T07:54:41.720105,1328.6567,1,1,BSE
GOOG,2025-11-03T07:54:42.720105,2234.6257,5,1,NSE
TSLA,2025-11-03T07:54:43.720105,1763.6279,200,1,NASDAQ
AMZN,2025-11-03T07:54:44.720105,3043.4981,200,1,NASDAQ
AMZN,2025-11-03T07:54:45.720105,2760.9441,5,0,BSE
RELIANCE,2025-11-03T07:54:46.720105,852.167,200,1,NASDAQ
TCS,2025-11-03T07:54:47.720105,3088.2832,50,1,NSE
RELIANCE,2025-11-03T07:54:48.720105,2795.2171,5,1,NSE
GOOG,2025-11-03T07:54:49.720105,958.0341,50,1,BSE
TCS,2025-11-03T07:54:50.720105,3225.1925,200,1,NSE
AAPL,2025-11-03T07:54:51.720105,1850.6616,50,0,NSE
TCS,2025-11-03T07:54:52.720105,2015.3286,100,0,NSE
TCS,2025-11-03T07:54:53.720105,3092.8551,1,1,NSE
AMZN,2025-11-03T07:54:54.720105,1695.1288,100,1,NSE
TSLA,2025-11-03T07:54:55.720105,224.9755,10,1,NASDAQ
AMZN,2025-11-03T07:54:56.720105,2785.4984,50,1,NSE
GOOG,2025-11-03T07:54:57.720105,436.7259,5,0,BSE
TSLA,2025-11-03T07:54:58.720105,1520.4237,50,1,NSE
MSFT,2025-11-03T07:54:59.720105,810.347,50,1,NSE
RELIANCE,2025-11-03T07:55:00.720105,2050.5501,10,0,NASDAQ
TCS,2025-11-03T07:55:01.720105,3397.2592,50,0,NASDAQ
GOOG,2025-11-03T07:55:02.720105,3245.5473,200,0,NSE
RELIANCE,2025-11-03T07:55:03.720105,659.5702,50,0,BSE
AMZN,2025-11-03T07:55:04.720105,370.2433,200,0,BSE
AAPL,2025-11-03T07:55:05.720105,3159.1184,200,0,BSE
TCS,2025-11-03T07:55:06.720105,1479.3916,100,1,NSE
TCS,2025-11-03T07:55:07.720105,2489.2762,1,1,NSE
TCS,2025-11-03T07:55:08.720105,966.182,100,1,BSE
TCS,2025-11-03T07:55:09.720105,575.7881,1,1,NASDAQ
GOOG,2025-11-03T07:55:10.720105,1597.4171,200,1,BSE
AAPL,2025-11-03T07:55:11.720105,1239.9176,50,0,NSE
INFY,2025-11-03T07:55:12.720105,1996.2562,1,1,BSE
RELIANCE,2025-11-03T07:55:13.720105,2996.957,1,0,NASDAQ
MSFT,2025-11-03T07:55:14.720105,946.2807,1,1,BSE
INFY,2025-11-03T07:55:15.720105,200.8451,50,0,NASDAQ
TSLA,2025-11-03T07:55:16.720105,3345.3179,10,0,BSE
GOOG,2025-11-03T07:55:17.720105,1382.4927,200,1,BSE
INFY,2025-11-03T07:55:18.720105,778.5283,200,1,BSE
GOOG,2025-11-03T07:55:19.720105,2988.2733,200,0,NASDAQ
TCS,2025-11-03T07:55:20.720105,2234.8372,10,0,NSE
AAPL,2025-11-03T07:55:21.720105,865.0201,5,1,NASDAQ
AMZN,2025-11-03T07:55:22.720105,1678.8915,10,1,NASDAQ
AMZN,2025-11-03T07:55:23.720105,2285.9517,10,1,BSE
MSFT,2025-11-03T07:55:24.720105,3339.2888,200,1,BSE
INFY,2025-11-03T07:55:25.720105,836.5929,5,1,NASDAQ
AMZN,2025-11-03T07:55:26.720105,3069.6529,50,1,NASDAQ
MSFT,2025-11-03T07:55:27.720105,614.0847,10,1,BSE
AMZN,2025-11-03T07:55:28.720105,1155.8662,5,1,NSE
AMZN,2025-11-03T07:55:29.720105,3091.5382,100,1,BSE
GOOG,2025-11-03T07:55:30.720105,2102.6065,200,0,NASDAQ
GOOG,2025-11-03T07:55:31.720105,1391.8583,200,1,NASDAQ
TCS,2025-11-03T07:55:32.720105,3461.0936,200,1,NSE
TCS,2025-11-03T07:55:33.720105,2407.1036,100,1,BSE
TSLA,2025-11-03T07:55:34.720105,1123.0298,50,1,BSE
INFY,2025-11-03T07:55:35.720105,726.1666,100,0,BSE
INFY,2025-11-03T07:55:36.720105,2030.7093,50,0,BSE
MSFT,2025-11-03T07:55:37.720105,2973.7896,100,1,NSE
RELIANCE,2025-11-03T07:55:38.720105,1644.9813,10,0,NASDAQ
INFY,2025-11-03T07:55:39.720105,518.3048,200,0,BSE
TSLA,2025-11-03T07:55:40.720105,246.8941,10,0,NSE
AAPL,2025-11-03T07:55:41.720105,583.113,10,0,NASDAQ
GOOG,2025-11-03T07:55:42.720105,134.5184,5,1,NSE
INFY,2025-11-03T07:55:43.720105,2385.5308,5,0,NSE
TCS,2025-11-03T07:55:44.720105,2389.0828,200,1,NASDAQ
AMZN,2025-11-03T07:55:45.720105,3387.5835,10,0,NSE
INFY,2025-11-03T07:55:46.720105,3342.3683,10,1,NASDAQ
INFY,2025-11-03T07:55:47.720105,2953.4223,10,0,NASDAQ
RELIANCE,2025-11-03T07:55:48.720105,78.905,1,1,NSE
AMZN,2025-11-03T07:55:49.720105,2199.6566,100,0,NASDAQ
GOOG,2025-11-03T07:55:50.720105,3128.4435,200,0,NSE
TCS,2025-11-03T07:55:51.720105,3187.0323,5,0,NASDAQ
RELIANCE,2025-11-03T07:55:52.720105,1165.0952,10,0,NASDAQ
TSLA,2025-11-03T07:55:53.720105,317.9928,100,0,BSE
AMZN,2025-11-03T07:55:54.720105,2571.2753,5,0,BSE
RELIANCE,2025-11-03T07:55:55.720105,925.1312,50,0,NSE
GOOG,2025-11-03T07:55:56.720105,1077.3688,100,0,NASDAQ
GOOG,2025-11-03T07:55:57.720105,3461.0689,5,1,NSE
GOOG,2025-11-03T07:55:58.720105,934.9364,100,0,NSE
INFY,2025-11-03T07:55:59.720105,391.8503,50,1,NSE
MSFT,2025-11-03T07:56:00.720105,2238.4862,1,0,NASDAQ
AAPL,2025-11-03T07:56:01.720105,3463.027,50,0,NASDAQ
TCS,2025-11-03T07:56:02.720105,2866.2881,1,1,NASDAQ
MSFT,2025-11-03T07:56:03.720105,1309.3621,10,0,NASDAQ
INFY,2025-11-03T07:56:04.720105,847.9824,50,1,BSE
TSLA,2025-11-03T07:56:05.720105,244.6772,1,1,NSE
TSLA,2025-11-03T07:56:06.720105,1165.2876,100,1,BSE
TSLA,2025-11-03T07:56:07.720105,2385.4324,5,0,NSE
RELIANCE,2025-11-03T07:56:08.720105,2888.661,50,1,BSE
RELIANCE,2025-11-03T07:56:09.720105,1124.1779,50,0,BSE
GOOG,2025-11-03T07:56:10.720105,3217.4515,1,1,NASDAQ
GOOG,2025-11-03T07:56:11.720105,2935.5683,100,0,NSE
INFY,2025-11-03T07:56:12.720105,1965.7604,200,0,BSE
RELIANCE,2025-11-03T07:56:13.720105,713.2839,10,0,BSE
RELIANCE,2025-11-03T07:56:14.720105,1410.3291,100,1,NASDAQ
INFY,2025-11-03T07:56:15.720105,3020.4146,10,0,NASDAQ
INFY,2025-11-03T07:56:16.720105,3427.7556,50,1,BSE
TSLA,2025-11-03T07:56:17.720105,496.0531,5,0,NSE
GOOG,2025-11-03T07:56:18.720105,3183.3515,50,0,BSE
TSLA,2025-11-03T07:56:19.720105,2021.9972,10,1,BSE
GOOG,2025-11-03T07:56:20.720105,2802.8994,10,0,NSE
TSLA,2025-11-03T07:56:21.720105,1143.3507,100,1,NSE
INFY,2025-11-03T07:56:22.720105,2788.3902,5,0,NASDAQ
AMZN,2025-11-03T07:56:23.720105,2137.0425,100,0,NSE
AAPL,2025-11-03T07:56:24.720105,2328.3208,5,1,NSE
AMZN,2025-11-03T07:56:25.720105,1829.5077,50,0,NSE
AMZN,2025-11-03T07:56:26.720105,1160.5292,200,0,NASDAQ
MSFT,2025-11-03T07:56:27.720105,2558.1555,5,0,NASDAQ
MSFT,2025-11-03T07:56:28.720105,149.1252,10,1,BSE
INFY,2025-11-03T07:56:29.720105,1974.4741,10,0,NSE
GOOG,2025-11-03T07:56:30.720105,1089.0504,5,1,BSE
TCS,2025-11-03T07:56:31.720105,3487.2624,1,0,BSE
AAPL,2025-11-03T07:56:32.720105,1314.5927,50,0,NSE
GOOG,2025-11-03T07:56:33.720105,3125.0389,1,0,NSE
